CC number long form,CC number short form,Name,VC_numeric,VC_printed,Status
L064.03,L64.3,Solenostoma gracillimum,213,H13,
L064.03,L64.3,Solenostoma gracillimum,214,H14,
L064.03,L64.3,Solenostoma gracillimum,215,H15,
L064.03,L64.3,Solenostoma gracillimum,216,H16,
L064.03,L64.3,Solenostoma gracillimum,220,H20,
L064.03,L64.3,Solenostoma gracillimum,221,H21,
L064.03,L64.3,Solenostoma gracillimum,225,H25,Bracketed
L064.03,L64.3,Solenostoma gracillimum,226,H26,
L064.03,L64.3,Solenostoma gracillimum,227,H27,
L064.03,L64.3,Solenostoma gracillimum,228,H28,
L064.03,L64.3,Solenostoma gracillimum,229,H29,
L064.03,L64.3,Solenostoma gracillimum,230,H30,
L064.03,L64.3,Solenostoma gracillimum,231,H31,Bracketed
L064.03,L64.3,Solenostoma gracillimum,232,H32,
L064.03,L64.3,Solenostoma gracillimum,233,H33,
L064.03,L64.3,Solenostoma gracillimum,234,H34,
L064.03,L64.3,Solenostoma gracillimum,235,H35,
L064.03,L64.3,Solenostoma gracillimum,236,H36,
L064.03,L64.3,Solenostoma gracillimum,237,H37,Bracketed
L064.03,L64.3,Solenostoma gracillimum,238,H38,
L064.03,L64.3,Solenostoma gracillimum,239,H39,
L064.03,L64.3,Solenostoma gracillimum,240,H40,
L064.03,L64.3,Solenostoma gracillimum,300,C,
L064.04,L64.4,Solenostoma hyalinum,1,1,
L064.04,L64.4,Solenostoma hyalinum,2,2,
L064.04,L64.4,Solenostoma hyalinum,3,3,
L064.04,L64.4,Solenostoma hyalinum,4,4,
L064.04,L64.4,Solenostoma hyalinum,5,5,
L064.04,L64.4,Solenostoma hyalinum,6,6,Bracketed
L064.04,L64.4,Solenostoma hyalinum,7,7,
L064.04,L64.4,Solenostoma hyalinum,8,8,
L064.04,L64.4,Solenostoma hyalinum,9,9,Bracketed
L064.04,L64.4,Solenostoma hyalinum,10,10,Bracketed
L064.04,L64.4,Solenostoma hyalinum,11,11,
L064.04,L64.4,Solenostoma hyalinum,12,12,
L064.04,L64.4,Solenostoma hyalinum,13,13,
L064.04,L64.4,Solenostoma hyalinum,14,14,
L064.04,L64.4,Solenostoma hyalinum,15,15,
L064.04,L64.4,Solenostoma hyalinum,16,16,
L064.04,L64.4,Solenostoma hyalinum,17,17,Bracketed
L064.04,L64.4,Solenostoma hyalinum,20,20,Bracketed
L064.04,L64.4,Solenostoma hyalinum,21,21,Bracketed
L064.04,L64.4,Solenostoma hyalinum,22,22,
L064.04,L64.4,Solenostoma hyalinum,23,23,Bracketed
L064.04,L64.4,Solenostoma hyalinum,27,27,
L064.04,L64.4,Solenostoma hyalinum,33,33,Bracketed
L064.04,L64.4,Solenostoma hyalinum,34,34,Bracketed
L064.04,L64.4,Solenostoma hyalinum,35,35,
L064.04,L64.4,Solenostoma hyalinum,36,36,Bracketed
L064.04,L64.4,Solenostoma hyalinum,37,37,
L064.04,L64.4,Solenostoma hyalinum,38,38,
L064.04,L64.4,Solenostoma hyalinum,39,39,
L064.04,L64.4,Solenostoma hyalinum,40,40,
L064.04,L64.4,Solenostoma hyalinum,41,41,
L064.04,L64.4,Solenostoma hyalinum,42,42,
L064.04,L64.4,Solenostoma hyalinum,43,43,
L064.04,L64.4,Solenostoma hyalinum,44,44,
L064.04,L64.4,Solenostoma hyalinum,45,45,
L064.04,L64.4,Solenostoma hyalinum,46,46,
L064.04,L64.4,Solenostoma hyalinum,47,47,
L064.04,L64.4,Solenostoma hyalinum,48,48,
L064.04,L64.4,Solenostoma hyalinum,49,49,
L064.04,L64.4,Solenostoma hyalinum,50,50,
L064.04,L64.4,Solenostoma hyalinum,51,51,
L064.04,L64.4,Solenostoma hyalinum,55,55,Bracketed
L064.04,L64.4,Solenostoma hyalinum,57,57,
L064.04,L64.4,Solenostoma hyalinum,59,59,Bracketed
L064.04,L64.4,Solenostoma hyalinum,60,60,
L064.04,L64.4,Solenostoma hyalinum,62,62,
L064.04,L64.4,Solenostoma hyalinum,63,63,
L064.04,L64.4,Solenostoma hyalinum,64,64,
L064.04,L64.4,Solenostoma hyalinum,65,65,
L064.04,L64.4,Solenostoma hyalinum,66,66,
L064.04,L64.4,Solenostoma hyalinum,67,67,
L064.04,L64.4,Solenostoma hyalinum,68,68,
L064.04,L64.4,Solenostoma hyalinum,69,69,
L064.04,L64.4,Solenostoma hyalinum,70,70,
L064.04,L64.4,Solenostoma hyalinum,71,71,
L064.04,L64.4,Solenostoma hyalinum,72,72,
L064.04,L64.4,Solenostoma hyalinum,73,73,
L064.04,L64.4,Solenostoma hyalinum,75,75,
L064.04,L64.4,Solenostoma hyalinum,76,76,
L064.04,L64.4,Solenostoma hyalinum,77,77,
L064.04,L64.4,Solenostoma hyalinum,80,80,Bracketed
L064.04,L64.4,Solenostoma hyalinum,83,83,Bracketed
L064.04,L64.4,Solenostoma hyalinum,84,84,Bracketed
L064.04,L64.4,Solenostoma hyalinum,85,85,Bracketed
L064.04,L64.4,Solenostoma hyalinum,86,86,Bracketed
L064.04,L64.4,Solenostoma hyalinum,88,88,
L064.04,L64.4,Solenostoma hyalinum,89,89,
L064.04,L64.4,Solenostoma hyalinum,90,90,
L064.04,L64.4,Solenostoma hyalinum,91,91,
L064.04,L64.4,Solenostoma hyalinum,92,92,
L064.04,L64.4,Solenostoma hyalinum,94,94,
L064.04,L64.4,Solenostoma hyalinum,96,96,
L064.04,L64.4,Solenostoma hyalinum,97,97,
L064.04,L64.4,Solenostoma hyalinum,98,98,
L064.04,L64.4,Solenostoma hyalinum,99,99,
L064.04,L64.4,Solenostoma hyalinum,100,100,
L064.04,L64.4,Solenostoma hyalinum,101,101,
L064.04,L64.4,Solenostoma hyalinum,102,102,
L064.04,L64.4,Solenostoma hyalinum,103,103,
L064.04,L64.4,Solenostoma hyalinum,104,104,
L064.04,L64.4,Solenostoma hyalinum,106,106,
L064.04,L64.4,Solenostoma hyalinum,107,107,
L064.04,L64.4,Solenostoma hyalinum,108,108,
L064.04,L64.4,Solenostoma hyalinum,110,110,
L064.04,L64.4,Solenostoma hyalinum,201,H1,Bracketed
L064.04,L64.4,Solenostoma hyalinum,202,H2,
L064.04,L64.4,Solenostoma hyalinum,203,H3,
L064.04,L64.4,Solenostoma hyalinum,205,H5,Bracketed
L064.04,L64.4,Solenostoma hyalinum,208,H8,
L064.04,L64.4,Solenostoma hyalinum,209,H9,
L064.04,L64.4,Solenostoma hyalinum,210,H10,
L064.04,L64.4,Solenostoma hyalinum,215,H15,
L064.04,L64.4,Solenostoma hyalinum,216,H16,
L064.04,L64.4,Solenostoma hyalinum,220,H20,
L064.04,L64.4,Solenostoma hyalinum,225,H25,
L064.04,L64.4,Solenostoma hyalinum,227,H27,
L064.04,L64.4,Solenostoma hyalinum,228,H28,
L064.04,L64.4,Solenostoma hyalinum,230,H30,Bracketed
L064.04,L64.4,Solenostoma hyalinum,231,H31,Bracketed
L064.04,L64.4,Solenostoma hyalinum,233,H33,
L064.04,L64.4,Solenostoma hyalinum,234,H34,
L064.04,L64.4,Solenostoma hyalinum,235,H35,
L064.04,L64.4,Solenostoma hyalinum,236,H36,Bracketed
L064.04,L64.4,Solenostoma hyalinum,237,H37,Bracketed
L064.04,L64.4,Solenostoma hyalinum,239,H39,
L064.04,L64.4,Solenostoma hyalinum,240,H40,
L064.06,L64.6,Solenostoma obovatum,41,41,
L064.06,L64.6,Solenostoma obovatum,42,42,
L064.06,L64.6,Solenostoma obovatum,43,43,
L064.06,L64.6,Solenostoma obovatum,44,44,
L064.06,L64.6,Solenostoma obovatum,45,45,
L064.06,L64.6,Solenostoma obovatum,46,46,
L064.06,L64.6,Solenostoma obovatum,47,47,
L064.06,L64.6,Solenostoma obovatum,48,48,
L064.06,L64.6,Solenostoma obovatum,49,49,
L064.06,L64.6,Solenostoma obovatum,50,50,
L064.06,L64.6,Solenostoma obovatum,57,57,
L064.06,L64.6,Solenostoma obovatum,58,58,
L064.06,L64.6,Solenostoma obovatum,59,59,Bracketed
L064.06,L64.6,Solenostoma obovatum,60,60,
L064.06,L64.6,Solenostoma obovatum,62,62,
L064.06,L64.6,Solenostoma obovatum,63,63,
L064.06,L64.6,Solenostoma obovatum,64,64,
L064.06,L64.6,Solenostoma obovatum,65,65,
L064.06,L64.6,Solenostoma obovatum,66,66,
L064.06,L64.6,Solenostoma obovatum,67,67,
L064.06,L64.6,Solenostoma obovatum,68,68,
L064.06,L64.6,Solenostoma obovatum,69,69,
L064.06,L64.6,Solenostoma obovatum,70,70,
L064.06,L64.6,Solenostoma obovatum,71,71,Bracketed
L064.06,L64.6,Solenostoma obovatum,72,72,Bracketed
L064.06,L64.6,Solenostoma obovatum,73,73,Bracketed
L064.06,L64.6,Solenostoma obovatum,74,74,Bracketed
L064.06,L64.6,Solenostoma obovatum,75,75,
L064.06,L64.6,Solenostoma obovatum,76,76,
L064.06,L64.6,Solenostoma obovatum,77,77,
L064.06,L64.6,Solenostoma obovatum,78,78,
L064.06,L64.6,Solenostoma obovatum,79,79,Bracketed
L064.06,L64.6,Solenostoma obovatum,80,80,
L064.06,L64.6,Solenostoma obovatum,81,81,
L064.06,L64.6,Solenostoma obovatum,82,82,
L064.06,L64.6,Solenostoma obovatum,83,83,
L064.06,L64.6,Solenostoma obovatum,86,86,
L064.06,L64.6,Solenostoma obovatum,87,87,
L064.06,L64.6,Solenostoma obovatum,88,88,
L064.06,L64.6,Solenostoma obovatum,89,89,
L064.06,L64.6,Solenostoma obovatum,90,90,
L064.06,L64.6,Solenostoma obovatum,91,91,Bracketed
L064.06,L64.6,Solenostoma obovatum,92,92,
L064.06,L64.6,Solenostoma obovatum,94,94,
L064.06,L64.6,Solenostoma obovatum,95,95,
L064.06,L64.6,Solenostoma obovatum,96,96,
L064.06,L64.6,Solenostoma obovatum,97,97,
L064.06,L64.6,Solenostoma obovatum,98,98,
L064.06,L64.6,Solenostoma obovatum,99,99,
L064.06,L64.6,Solenostoma obovatum,100,100,
L064.06,L64.6,Solenostoma obovatum,101,101,
L064.06,L64.6,Solenostoma obovatum,102,102,
L064.06,L64.6,Solenostoma obovatum,103,103,
L064.06,L64.6,Solenostoma obovatum,104,104,
L064.06,L64.6,Solenostoma obovatum,105,105,
L064.06,L64.6,Solenostoma obovatum,106,106,
L064.06,L64.6,Solenostoma obovatum,107,107,
L064.06,L64.6,Solenostoma obovatum,108,108,
L064.06,L64.6,Solenostoma obovatum,109,109,Bracketed
L064.06,L64.6,Solenostoma obovatum,110,110,
L064.06,L64.6,Solenostoma obovatum,112,112,
L064.06,L64.6,Solenostoma obovatum,201,H1,
L064.06,L64.6,Solenostoma obovatum,202,H2,
L064.06,L64.6,Solenostoma obovatum,203,H3,
L064.06,L64.6,Solenostoma obovatum,204,H4,Bracketed
L064.06,L64.6,Solenostoma obovatum,206,H6,Bracketed
L064.06,L64.6,Solenostoma obovatum,207,H7,Bracketed
L064.06,L64.6,Solenostoma obovatum,208,H8,
L064.06,L64.6,Solenostoma obovatum,209,H9,Bracketed
L064.06,L64.6,Solenostoma obovatum,216,H16,
L064.06,L64.6,Solenostoma obovatum,220,H20,
L064.06,L64.6,Solenostoma obovatum,221,H21,Bracketed
L064.06,L64.6,Solenostoma obovatum,227,H27,
L064.06,L64.6,Solenostoma obovatum,229,H29,
L064.06,L64.6,Solenostoma obovatum,230,H30,Bracketed
L064.06,L64.6,Solenostoma obovatum,233,H33,
L064.06,L64.6,Solenostoma obovatum,234,H34,
L064.06,L64.6,Solenostoma obovatum,235,H35,
L064.06,L64.6,Solenostoma obovatum,236,H36,
L064.06,L64.6,Solenostoma obovatum,238,H38,Bracketed
L064.06,L64.6,Solenostoma obovatum,239,H39,
L064.06,L64.6,Solenostoma obovatum,240,H40,
L064.05,L64.5,Solenostoma paroicum,5,5,
L064.05,L64.5,Solenostoma paroicum,12,12,
L064.05,L64.5,Solenostoma paroicum,35,35,
L064.05,L64.5,Solenostoma paroicum,39,39,
L064.05,L64.5,Solenostoma paroicum,41,41,
L064.05,L64.5,Solenostoma paroicum,42,42,
L064.05,L64.5,Solenostoma paroicum,43,43,
L064.05,L64.5,Solenostoma paroicum,44,44,Bracketed
L064.05,L64.5,Solenostoma paroicum,46,46,
L064.05,L64.5,Solenostoma paroicum,47,47,
L064.05,L64.5,Solenostoma paroicum,48,48,
L064.05,L64.5,Solenostoma paroicum,49,49,
L064.05,L64.5,Solenostoma paroicum,50,50,
L064.05,L64.5,Solenostoma paroicum,57,57,
L064.05,L64.5,Solenostoma paroicum,59,59,
L064.05,L64.5,Solenostoma paroicum,60,60,
L064.05,L64.5,Solenostoma paroicum,62,62,Bracketed
L064.05,L64.5,Solenostoma paroicum,63,63,Bracketed
L064.05,L64.5,Solenostoma paroicum,64,64,Bracketed
L064.05,L64.5,Solenostoma paroicum,65,65,Bracketed
L064.05,L64.5,Solenostoma paroicum,67,67,
L064.05,L64.5,Solenostoma paroicum,68,68,
L064.05,L64.5,Solenostoma paroicum,69,69,
L064.05,L64.5,Solenostoma paroicum,70,70,
L064.05,L64.5,Solenostoma paroicum,71,71,Bracketed
L064.05,L64.5,Solenostoma paroicum,72,72,
L064.05,L64.5,Solenostoma paroicum,73,73,
L064.05,L64.5,Solenostoma paroicum,75,75,
L064.05,L64.5,Solenostoma paroicum,76,76,
L064.05,L64.5,Solenostoma paroicum,77,77,
L064.05,L64.5,Solenostoma paroicum,78,78,
L064.05,L64.5,Solenostoma paroicum,79,79,
L064.05,L64.5,Solenostoma paroicum,80,80,
L064.05,L64.5,Solenostoma paroicum,81,81,
L064.05,L64.5,Solenostoma paroicum,82,82,
L064.05,L64.5,Solenostoma paroicum,83,83,
L064.05,L64.5,Solenostoma paroicum,86,86,
L064.05,L64.5,Solenostoma paroicum,87,87,
L064.05,L64.5,Solenostoma paroicum,88,88,
L064.05,L64.5,Solenostoma paroicum,89,89,
L064.05,L64.5,Solenostoma paroicum,90,90,
L064.05,L64.5,Solenostoma paroicum,91,91,
L064.05,L64.5,Solenostoma paroicum,92,92,
L064.05,L64.5,Solenostoma paroicum,93,93,
L064.05,L64.5,Solenostoma paroicum,94,94,
L064.05,L64.5,Solenostoma paroicum,95,95,
L064.05,L64.5,Solenostoma paroicum,96,96,
L064.05,L64.5,Solenostoma paroicum,97,97,
L064.05,L64.5,Solenostoma paroicum,98,98,
L064.05,L64.5,Solenostoma paroicum,99,99,Bracketed
L064.05,L64.5,Solenostoma paroicum,100,100,
L064.05,L64.5,Solenostoma paroicum,101,101,
L064.05,L64.5,Solenostoma paroicum,102,102,
L064.05,L64.5,Solenostoma paroicum,103,103,
L064.05,L64.5,Solenostoma paroicum,104,104,
L064.05,L64.5,Solenostoma paroicum,105,105,
L064.05,L64.5,Solenostoma paroicum,106,106,
L064.05,L64.5,Solenostoma paroicum,107,107,
L064.05,L64.5,Solenostoma paroicum,108,108,
L064.05,L64.5,Solenostoma paroicum,109,109,
L064.05,L64.5,Solenostoma paroicum,110,110,
L064.05,L64.5,Solenostoma paroicum,111,111,
L064.05,L64.5,Solenostoma paroicum,112,112,
L064.05,L64.5,Solenostoma paroicum,201,H1,
L064.05,L64.5,Solenostoma paroicum,206,H6,
L064.05,L64.5,Solenostoma paroicum,208,H8,
L064.05,L64.5,Solenostoma paroicum,216,H16,
L064.05,L64.5,Solenostoma paroicum,227,H27,
L064.05,L64.5,Solenostoma paroicum,234,H34,
L064.05,L64.5,Solenostoma paroicum,235,H35,Bracketed
L064.05,L64.5,Solenostoma paroicum,236,H36,Bracketed
L064.05,L64.5,Solenostoma paroicum,238,H38,Bracketed
L064.05,L64.5,Solenostoma paroicum,239,H39,Bracketed
L064.05,L64.5,Solenostoma paroicum,240,H40,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,3,3,
L064.01,L64.1,Solenostoma sphaerocarpum,4,4,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,36,36,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,39,39,
L064.01,L64.1,Solenostoma sphaerocarpum,41,41,
L064.01,L64.1,Solenostoma sphaerocarpum,42,42,
L064.01,L64.1,Solenostoma sphaerocarpum,43,43,
L064.01,L64.1,Solenostoma sphaerocarpum,44,44,
L064.01,L64.1,Solenostoma sphaerocarpum,46,46,
L064.01,L64.1,Solenostoma sphaerocarpum,47,47,
L064.01,L64.1,Solenostoma sphaerocarpum,48,48,
L064.01,L64.1,Solenostoma sphaerocarpum,49,49,
L064.01,L64.1,Solenostoma sphaerocarpum,50,50,
L064.01,L64.1,Solenostoma sphaerocarpum,55,55,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,57,57,
L064.01,L64.1,Solenostoma sphaerocarpum,58,58,
L064.01,L64.1,Solenostoma sphaerocarpum,59,59,
L064.01,L64.1,Solenostoma sphaerocarpum,60,60,
L064.01,L64.1,Solenostoma sphaerocarpum,62,62,
L064.01,L64.1,Solenostoma sphaerocarpum,63,63,
L064.01,L64.1,Solenostoma sphaerocarpum,64,64,
L064.01,L64.1,Solenostoma sphaerocarpum,65,65,
L064.01,L64.1,Solenostoma sphaerocarpum,66,66,
L064.01,L64.1,Solenostoma sphaerocarpum,67,67,
L064.01,L64.1,Solenostoma sphaerocarpum,68,68,
L064.01,L64.1,Solenostoma sphaerocarpum,69,69,
L064.01,L64.1,Solenostoma sphaerocarpum,70,70,
L064.01,L64.1,Solenostoma sphaerocarpum,71,71,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,72,72,
L064.01,L64.1,Solenostoma sphaerocarpum,73,73,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,75,75,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,80,80,
L064.01,L64.1,Solenostoma sphaerocarpum,83,83,
L064.01,L64.1,Solenostoma sphaerocarpum,86,86,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,87,87,
L064.01,L64.1,Solenostoma sphaerocarpum,88,88,
L064.01,L64.1,Solenostoma sphaerocarpum,89,89,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,90,90,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,91,91,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,92,92,
L064.01,L64.1,Solenostoma sphaerocarpum,96,96,
L064.01,L64.1,Solenostoma sphaerocarpum,97,97,
L064.01,L64.1,Solenostoma sphaerocarpum,98,98,
L064.01,L64.1,Solenostoma sphaerocarpum,99,99,
L064.01,L64.1,Solenostoma sphaerocarpum,101,101,
L064.01,L64.1,Solenostoma sphaerocarpum,102,102,
L064.01,L64.1,Solenostoma sphaerocarpum,104,104,
L064.01,L64.1,Solenostoma sphaerocarpum,105,105,
L064.01,L64.1,Solenostoma sphaerocarpum,106,106,
L064.01,L64.1,Solenostoma sphaerocarpum,107,107,
L064.01,L64.1,Solenostoma sphaerocarpum,108,108,
L064.01,L64.1,Solenostoma sphaerocarpum,109,109,
L064.01,L64.1,Solenostoma sphaerocarpum,110,110,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,112,112,
L064.01,L64.1,Solenostoma sphaerocarpum,201,H1,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,202,H2,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,203,H3,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,209,H9,
L064.01,L64.1,Solenostoma sphaerocarpum,214,H14,
L064.01,L64.1,Solenostoma sphaerocarpum,216,H16,
L064.01,L64.1,Solenostoma sphaerocarpum,220,H20,
L064.01,L64.1,Solenostoma sphaerocarpum,221,H21,
L064.01,L64.1,Solenostoma sphaerocarpum,227,H27,
L064.01,L64.1,Solenostoma sphaerocarpum,229,H29,
L064.01,L64.1,Solenostoma sphaerocarpum,231,H31,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,233,H33,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,236,H36,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,237,H37,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,238,H38,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,239,H39,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,240,H40,Bracketed
L064.01,L64.1,Solenostoma sphaerocarpum,300,C,Bracketed
L064.07,L64.7,Solenostoma subellipticum,2,2,Bracketed
L064.07,L64.7,Solenostoma subellipticum,5,5,Bracketed
L064.07,L64.7,Solenostoma subellipticum,35,35,
L064.07,L64.7,Solenostoma subellipticum,42,42,
L064.07,L64.7,Solenostoma subellipticum,48,48,
L064.07,L64.7,Solenostoma subellipticum,49,49,Bracketed
L064.07,L64.7,Solenostoma subellipticum,62,62,
L064.07,L64.7,Solenostoma subellipticum,64,64,
L064.07,L64.7,Solenostoma subellipticum,65,65,
L064.07,L64.7,Solenostoma subellipticum,67,67,Bracketed
L064.07,L64.7,Solenostoma subellipticum,70,70,
L064.07,L64.7,Solenostoma subellipticum,72,72,
L064.07,L64.7,Solenostoma subellipticum,79,79,
L064.07,L64.7,Solenostoma subellipticum,80,80,
L064.07,L64.7,Solenostoma subellipticum,82,82,
L064.07,L64.7,Solenostoma subellipticum,83,83,
L064.07,L64.7,Solenostoma subellipticum,87,87,
L064.07,L64.7,Solenostoma subellipticum,88,88,
L064.07,L64.7,Solenostoma subellipticum,89,89,
L064.07,L64.7,Solenostoma subellipticum,90,90,
L064.07,L64.7,Solenostoma subellipticum,91,91,Bracketed
L064.07,L64.7,Solenostoma subellipticum,92,92,
L064.07,L64.7,Solenostoma subellipticum,94,94,
L064.07,L64.7,Solenostoma subellipticum,95,95,
L064.07,L64.7,Solenostoma subellipticum,96,96,
L064.07,L64.7,Solenostoma subellipticum,97,97,
L064.07,L64.7,Solenostoma subellipticum,98,98,
L064.07,L64.7,Solenostoma subellipticum,100,100,
L064.07,L64.7,Solenostoma subellipticum,101,101,
L064.07,L64.7,Solenostoma subellipticum,102,102,
L064.07,L64.7,Solenostoma subellipticum,103,103,
L064.07,L64.7,Solenostoma subellipticum,104,104,
L064.07,L64.7,Solenostoma subellipticum,105,105,
L064.07,L64.7,Solenostoma subellipticum,106,106,
L064.07,L64.7,Solenostoma subellipticum,108,108,
L064.07,L64.7,Solenostoma subellipticum,110,110,
L064.07,L64.7,Solenostoma subellipticum,111,111,
L064.07,L64.7,Solenostoma subellipticum,112,112,
L064.07,L64.7,Solenostoma subellipticum,216,H16,
L064.07,L64.7,Solenostoma subellipticum,227,H27,
L064.07,L64.7,Solenostoma subellipticum,228,H28,
L064.07,L64.7,Solenostoma subellipticum,229,H29,
L064.07,L64.7,Solenostoma subellipticum,234,H34,
L064.07,L64.7,Solenostoma subellipticum,235,H35,
L064.07,L64.7,Solenostoma subellipticum,239,H39,Bracketed
L053.02,L53.2,Southbya nigrella,9,9,
L053.02,L53.2,Southbya nigrella,10,10,
L053.01,L53.1,Southbya tophacea,1,1,
L053.01,L53.1,Southbya tophacea,41,41,
L053.01,L53.1,Southbya tophacea,45,45,
L053.01,L53.1,Southbya tophacea,51,51,
L053.01,L53.1,Southbya tophacea,52,52,
L053.01,L53.1,Southbya tophacea,220,H20,
L053.01,L53.1,Southbya tophacea,226,H26,
L053.01,L53.1,Southbya tophacea,228,H28,Bracketed
L003.02,L3.2,Sphaerocarpos europaeus,1,1,
L003.02,L3.2,Sphaerocarpos europaeus,9,9,Bracketed
L003.02,L3.2,Sphaerocarpos europaeus,11,11,
L003.02,L3.2,Sphaerocarpos europaeus,12,12,
L003.02,L3.2,Sphaerocarpos europaeus,13,13,
L003.02,L3.2,Sphaerocarpos europaeus,14,14,
L003.02,L3.2,Sphaerocarpos europaeus,16,16,Bracketed
L003.02,L3.2,Sphaerocarpos europaeus,17,17,
L003.02,L3.2,Sphaerocarpos europaeus,19,19,
L003.02,L3.2,Sphaerocarpos europaeus,24,24,
L003.02,L3.2,Sphaerocarpos europaeus,25,25,
L003.02,L3.2,Sphaerocarpos europaeus,26,26,
L003.02,L3.2,Sphaerocarpos europaeus,27,27,
L003.02,L3.2,Sphaerocarpos europaeus,34,34,Bracketed
L003.02,L3.2,Sphaerocarpos europaeus,36,36,
L003.02,L3.2,Sphaerocarpos europaeus,37,37,
L003.02,L3.2,Sphaerocarpos europaeus,300,C,
L003.01,L3.1,Sphaerocarpos michelii,1,1,
L003.01,L3.1,Sphaerocarpos michelii,3,3,
L003.01,L3.1,Sphaerocarpos michelii,5,5,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,6,6,
L003.01,L3.1,Sphaerocarpos michelii,9,9,
L003.01,L3.1,Sphaerocarpos michelii,10,10,
L003.01,L3.1,Sphaerocarpos michelii,11,11,
L003.01,L3.1,Sphaerocarpos michelii,14,14,
L003.01,L3.1,Sphaerocarpos michelii,15,15,
L003.01,L3.1,Sphaerocarpos michelii,16,16,
L003.01,L3.1,Sphaerocarpos michelii,17,17,
L003.01,L3.1,Sphaerocarpos michelii,18,18,
L003.01,L3.1,Sphaerocarpos michelii,19,19,
L003.01,L3.1,Sphaerocarpos michelii,20,20,
L003.01,L3.1,Sphaerocarpos michelii,21,21,
L003.01,L3.1,Sphaerocarpos michelii,22,22,
L003.01,L3.1,Sphaerocarpos michelii,23,23,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,24,24,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,25,25,
L003.01,L3.1,Sphaerocarpos michelii,26,26,
L003.01,L3.1,Sphaerocarpos michelii,27,27,
L003.01,L3.1,Sphaerocarpos michelii,28,28,
L003.01,L3.1,Sphaerocarpos michelii,29,29,
L003.01,L3.1,Sphaerocarpos michelii,30,30,
L003.01,L3.1,Sphaerocarpos michelii,32,32,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,34,34,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,36,36,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,37,37,
L003.01,L3.1,Sphaerocarpos michelii,54,54,
L003.01,L3.1,Sphaerocarpos michelii,55,55,
L003.01,L3.1,Sphaerocarpos michelii,61,61,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,62,62,Bracketed
L003.01,L3.1,Sphaerocarpos michelii,300,C,
M001.04,M1.4,Sphagnum affine,48,48,
M001.04,M1.4,Sphagnum affine,49,49,
M001.04,M1.4,Sphagnum affine,69,69,
M001.04,M1.4,Sphagnum affine,70,70,
M001.04,M1.4,Sphagnum affine,72,72,Bracketed
M001.04,M1.4,Sphagnum affine,73,73,
M001.04,M1.4,Sphagnum affine,74,74,
M001.04,M1.4,Sphagnum affine,75,75,
M001.04,M1.4,Sphagnum affine,86,86,Bracketed
M001.04,M1.4,Sphagnum affine,87,87,
M001.04,M1.4,Sphagnum affine,88,88,
M001.04,M1.4,Sphagnum affine,92,92,
M001.04,M1.4,Sphagnum affine,95,95,
M001.04,M1.4,Sphagnum affine,96,96,
M001.04,M1.4,Sphagnum affine,97,97,
M001.04,M1.4,Sphagnum affine,98,98,
M001.04,M1.4,Sphagnum affine,99,99,
M001.04,M1.4,Sphagnum affine,100,100,
M001.04,M1.4,Sphagnum affine,102,102,
M001.04,M1.4,Sphagnum affine,104,104,
M001.04,M1.4,Sphagnum affine,105,105,
M001.04,M1.4,Sphagnum affine,106,106,
M001.04,M1.4,Sphagnum affine,107,107,
M001.04,M1.4,Sphagnum affine,201,H1,
M001.04,M1.4,Sphagnum affine,202,H2,
M001.04,M1.4,Sphagnum affine,216,H16,
M001.04,M1.4,Sphagnum affine,237,H37,Bracketed
M001.35,M1.35,Sphagnum angustifolium,4,4,Bracketed
M001.35,M1.35,Sphagnum angustifolium,5,5,
M001.35,M1.35,Sphagnum angustifolium,9,9,
M001.35,M1.35,Sphagnum angustifolium,11,11,
M001.35,M1.35,Sphagnum angustifolium,14,14,
